Scaffold	start	stop	strand	Protein ID	Blast
Scaffold_4	40175124	40179029	-	ANN08413-RA	Similar to Transposon TX1 uncharacterized 149 kDa protein (Xenopus laevis OX%3D8355)
Scaffold_4	40278293	40282155	-	ANN08414-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_4	40347853	40349212	+	ANN08415-RA	Protein of unknown function
Scaffold_4	40361230	40362170	+	ANN08416-RA	Similar to Lsm10: U7 snRNA-associated Sm-like protein LSm10 (Mus musculus OX%3D10090)
Scaffold_4	40363655	40365556	-	ANN08417-RA	Similar to GA10892: Mannose-1-phosphate guanyltransferase beta (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_4	40367694	40374311	+	ANN08418-RA	Similar to LRWD1: Leucine-rich repeat and WD repeat-containing protein 1 (Mus musculus OX%3D10090)
Scaffold_4	40372302	40372904	-	ANN08419-RA	Protein of unknown function
Scaffold_4	40378397	40379144	-	ANN08420-RA	Protein of unknown function
Scaffold_4	40379259	40383048	-	ANN08421-RA	Similar to Nup133: Nuclear pore complex protein Nup133 (Mus musculus OX%3D10090)
Scaffold_4	40388278	40388877	-	ANN08422-RA	Protein of unknown function
Scaffold_4	40388985	40390835	-	ANN08423-RA	Protein of unknown function
Scaffold_4	40391539	40413756	-	ANN08424-RA	Similar to Nup133: Nuclear pore complex protein Nup133 (Drosophila melanogaster OX%3D7227)
Scaffold_4	40431847	40436542	+	ANN08425-RA	Similar to Transposon TX1 uncharacterized 82 kDa protein (Xenopus laevis OX%3D8355)
Scaffold_4	40436657	40440824	+	ANN08426-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	40543243	40549206	-	ANN08427-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	40549443	40550879	-	ANN08428-RA	Similar to Transposon TX1 uncharacterized 82 kDa protein (Xenopus laevis OX%3D8355)
Scaffold_4	40650916	40652517	+	ANN08429-RA	Protein of unknown function
Scaffold_4	40652552	40652920	+	ANN08430-RA	Similar to R1A1-element\ORF1: Uncharacterized 50 kDa protein in type I retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	40653057	40659449	+	ANN08431-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) (Bradysia coprophila OX%3D38358)
Scaffold_4	40731396	40733339	-	ANN08432-RA	Protein of unknown function
Scaffold_4	40934290	40949589	+	ANN08433-RA	Similar to pros: Homeobox protein prospero (Drosophila melanogaster OX%3D7227)
Scaffold_4	41008808	41018110	+	ANN08434-RA	Similar to Sply: Sphingosine-1-phosphate lyase (Drosophila melanogaster OX%3D7227)
Scaffold_4	41023175	41039121	-	ANN08435-RA	Similar to SAK: Serine/threonine-protein kinase PLK4 (Culex quinquefasciatus OX%3D7176)
Scaffold_4	41043989	41044948	+	ANN08436-RA	Protein of unknown function
Scaffold_4	41055255	41058696	+	ANN08437-RA	Protein of unknown function
Scaffold_4	41063317	41077902	-	ANN08438-RA	Similar to Mal-B2: Maltase 2 (Drosophila virilis OX%3D7244)
Scaffold_4	41086759	41090485	-	ANN08439-RA	Protein of unknown function
Scaffold_4	41096503	41102153	+	ANN08440-RA	Similar to Rnf216: E3 ubiquitin-protein ligase RNF216 (Mus musculus OX%3D10090)
Scaffold_4	41104370	41107363	-	ANN08441-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	41108419	41123354	+	ANN08442-RA	Similar to Mal-B2: Maltase 2 (Drosophila virilis OX%3D7244)
Scaffold_4	41128031	41131405	-	ANN08443-RA	Protein of unknown function
Scaffold_4	41150530	41159588	-	ANN08444-RA	Protein of unknown function
Scaffold_4	41205865	41235358	+	ANN08445-RA	Protein of unknown function
Scaffold_4	41238841	41240505	-	ANN08446-RA	Similar to USP2: Ubiquitin carboxyl-terminal hydrolase 2 (Homo sapiens OX%3D9606)
Scaffold_4	41240889	41243807	+	ANN08447-RA	Protein of unknown function
Scaffold_4	41246770	41266816	-	ANN08448-RA	Similar to AKR1B10: Aldo-keto reductase family 1 member B10 (Homo sapiens OX%3D9606)
Scaffold_4	41269231	41276890	+	ANN08449-RA	Similar to Safb2: Scaffold attachment factor B2 (Mus musculus OX%3D10090)
Scaffold_4	41334690	41337527	+	ANN08450-RA	Similar to LINE-1 retrotransposable element ORF2 protein (Homo sapiens OX%3D9606)
Scaffold_4	41379137	41381979	-	ANN08451-RA	Protein of unknown function
Scaffold_4	41411101	41415162	+	ANN08452-RA	Protein of unknown function
Scaffold_4	41523046	41523695	+	ANN08453-RA	Similar to tc3a: Transposable element Tc3 transposase (Caenorhabditis elegans OX%3D6239)
Scaffold_4	41620171	41626066	-	ANN08454-RA	Protein of unknown function
Scaffold_4	41742606	41745389	-	ANN08455-RA	Similar to CFDP2: Craniofacial development protein 2 (Bos taurus OX%3D9913)
Scaffold_4	41816750	41826240	+	ANN08456-RA	Similar to shg: DE-cadherin (Drosophila melanogaster OX%3D7227)
Scaffold_4	41826243	41832079	+	ANN08457-RA	Similar to shg: DE-cadherin (Drosophila melanogaster OX%3D7227)
Scaffold_4	41832105	41835207	+	ANN08458-RA	Protein of unknown function
Scaffold_4	41838543	41841105	+	ANN08459-RA	Similar to shg: DE-cadherin (Drosophila melanogaster OX%3D7227)
Scaffold_4	41863380	41865159	-	ANN08460-RA	Protein of unknown function
Scaffold_4	41867344	41869938	+	ANN08461-RA	Similar to IntS11: Integrator complex subunit 11 (Drosophila melanogaster OX%3D7227)
Scaffold_4	41877613	41878602	+	ANN08462-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	41884261	41885704	+	ANN08463-RA	Similar to LTO1: Protein LTO1 homolog (Homo sapiens OX%3D9606)
Scaffold_4	41885857	41900266	+	ANN08464-RA	Similar to METTL25: Methyltransferase-like protein 25 (Homo sapiens OX%3D9606)
Scaffold_4	42067968	42072819	-	ANN08465-RA	Protein of unknown function
Scaffold_4	42082984	42099086	+	ANN08466-RA	Similar to Sry-alpha: Serendipity locus protein alpha (Drosophila virilis OX%3D7244)
Scaffold_4	42109989	42128611	-	ANN08467-RA	Similar to MGAT2: Alpha-1%2C6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (Homo sapiens OX%3D9606)
Scaffold_4	42256498	42258399	+	ANN08468-RA	Similar to Pip5k1a: Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (Mus musculus OX%3D10090)
Scaffold_4	42260684	42269748	+	ANN08469-RA	Protein of unknown function
Scaffold_4	42281028	42283692	+	ANN08470-RA	Protein of unknown function
Scaffold_4	42307655	42311438	-	ANN08471-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	42314472	42332300	+	ANN08472-RA	Similar to IDE: Insulin-degrading enzyme (Homo sapiens OX%3D9606)
Scaffold_4	42336101	42342019	-	ANN08473-RA	Similar to WDR37: WD repeat-containing protein 37 (Pongo abelii OX%3D9601)
Scaffold_4	42357438	42373730	+	ANN08474-RA	Similar to IDE: Insulin-degrading enzyme (Homo sapiens OX%3D9606)
Scaffold_4	42401589	42402498	-	ANN08475-RA	Similar to Stk10: Serine/threonine-protein kinase 10 (Mus musculus OX%3D10090)
Scaffold_4	42405696	42437037	-	ANN08476-RA	Similar to stk10: Serine/threonine-protein kinase 10 (Danio rerio OX%3D7955)
Scaffold_4	42449054	42453308	-	ANN08477-RA	Similar to sli: Protein slit (Drosophila melanogaster OX%3D7227)
Scaffold_4	42469008	42471339	-	ANN08478-RA	Similar to sli: Protein slit (Drosophila melanogaster OX%3D7227)
Scaffold_4	42474197	42506693	-	ANN08479-RA	Similar to sli: Protein slit (Drosophila melanogaster OX%3D7227)
Scaffold_4	42512804	42519309	+	ANN08480-RA	Similar to Venom carboxylesterase-6 (Apis mellifera OX%3D7460)
Scaffold_4	42700195	42705225	-	ANN08482-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	42735565	42738615	+	ANN08483-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	42809664	42812030	+	ANN08484-RA	Similar to TY3B-I: Transposon Ty3-I Gag-Pol polyprotein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)
Scaffold_4	42866508	42870542	-	ANN08485-RA	Similar to lrrc23: Leucine-rich repeat-containing protein 23 (Xenopus tropicalis OX%3D8364)
Scaffold_4	42895248	42895640	+	ANN08486-RA	Protein of unknown function
Scaffold_4	42896745	42900875	+	ANN08487-RA	Protein of unknown function
Scaffold_4	43040858	43042077	-	ANN08488-RA	Protein of unknown function
Scaffold_4	43042476	43044700	-	ANN08489-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon opus (Drosophila melanogaster OX%3D7227)
Scaffold_4	43074731	43084834	+	ANN08490-RA	Protein of unknown function
Scaffold_4	43150435	43155858	-	ANN08491-RA	Protein of unknown function
Scaffold_4	43159094	43175403	+	ANN08492-RA	Protein of unknown function
Scaffold_4	43192613	43197535	-	ANN08493-RA	Similar to TIGD6: Tigger transposable element-derived protein 6 (Homo sapiens OX%3D9606)
Scaffold_4	43207992	43211714	+	ANN08494-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	43224804	43227731	+	ANN08495-RA	Similar to LINE-1 reverse transcriptase homolog (Nycticebus coucang OX%3D9470)
Scaffold_4	43287966	43295788	-	ANN08496-RA	Protein of unknown function
Scaffold_4	43307568	43311868	-	ANN08497-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	43361941	43364974	-	ANN08498-RA	Similar to Pop4: Ribonuclease P protein subunit p29 (Mus musculus OX%3D10090)
Scaffold_4	43371745	43388803	+	ANN08499-RA	Similar to Dis3: Exosome complex exonuclease RRP44 (Mus musculus OX%3D10090)
Scaffold_4	43390375	43393046	-	ANN08500-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	43393268	43399287	-	ANN08501-RA	Similar to CFDP2: Craniofacial development protein 2 (Bos taurus OX%3D9913)
Scaffold_4	43396726	43397504	+	ANN08502-RA	Similar to dis-3: Probable exosome complex exonuclease RRP44 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	43400488	43406305	+	ANN08503-RA	Similar to DIS3: Exosome complex exonuclease RRP44 (Homo sapiens OX%3D9606)
Scaffold_4	43407366	43408508	+	ANN08504-RA	Protein of unknown function
Scaffold_4	43408808	43417826	+	ANN08505-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	43418740	43421718	+	ANN08506-RA	Protein of unknown function
Scaffold_4	43431159	43434471	+	ANN08507-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_4	43434472	43434675	+	ANN08508-RA	Protein of unknown function
Scaffold_4	43434753	43436633	+	ANN08509-RA	Similar to Dis3: Exosome complex exonuclease RRP44 (Mus musculus OX%3D10090)
Scaffold_4	43519709	43530080	-	ANN08510-RA	Protein of unknown function
Scaffold_4	43530258	43533230	-	ANN08511-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_4	43540737	43543417	-	ANN08512-RA	Similar to mRpL9: 39S ribosomal protein L9%2C mitochondrial (Drosophila melanogaster OX%3D7227)
Scaffold_4	43550044	43559110	+	ANN08513-RA	Similar to FANCL: E3 ubiquitin-protein ligase FANCL (Homo sapiens OX%3D9606)
Scaffold_4	43583076	43583842	+	ANN08514-RA	Protein of unknown function
Scaffold_4	43589035	43591852	+	ANN08515-RA	Similar to Gr64f: Gustatory receptor for sugar taste 64f (Drosophila melanogaster OX%3D7227)
Scaffold_4	43593288	43596717	-	ANN08516-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	43609524	43611485	-	ANN08517-RA	Protein of unknown function
Scaffold_4	43614497	43634569	-	ANN08518-RA	Similar to fam160b1: Protein FAM160B1 (Xenopus laevis OX%3D8355)
Scaffold_4	43644846	43653173	-	ANN08520-RA	Similar to GVQW3: Protein GVQW3 (Homo sapiens OX%3D9606)
Scaffold_4	43660800	43670101	+	ANN08521-RA	Similar to kra: Protein krasavietz (Drosophila melanogaster OX%3D7227)
Scaffold_4	43674250	43681607	+	ANN08522-RA	Similar to kra: Protein krasavietz (Drosophila melanogaster OX%3D7227)
Scaffold_4	43686631	43690937	+	ANN08523-RA	Protein of unknown function
Scaffold_4	43692415	43695295	+	ANN08524-RA	Protein of unknown function
Scaffold_4	43695990	43707921	-	ANN08525-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	43824787	43868557	-	ANN08526-RA	Similar to Dmrta1: Doublesex- and mab-3-related transcription factor A1 (Mus musculus OX%3D10090)
Scaffold_4	43882294	43905405	+	ANN08527-RA	Similar to Gpat4: Glycerol-3-phosphate acyltransferase 4 (Mus musculus OX%3D10090)
Scaffold_4	43932505	43939605	+	ANN08528-RA	Similar to alphaTub84B: Tubulin alpha-1 chain (Drosophila melanogaster OX%3D7227)
Scaffold_4	43968419	43971976	-	ANN08529-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) (Bradysia coprophila OX%3D38358)
Scaffold_4	44155832	44158015	-	ANN08530-RA	Protein of unknown function
Scaffold_4	44223487	44232681	-	ANN08531-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	44280632	44284360	-	ANN08532-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	44441964	44451746	+	ANN08533-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	44464867	44468947	-	ANN08534-RA	Similar to Retrotransposable element SLACS 132 kDa protein (Trypanosoma brucei gambiense OX%3D31285)
Scaffold_4	44500369	44510471	-	ANN08535-RA	Similar to Ccdc103: Coiled-coil domain-containing protein 103 (Mus musculus OX%3D10090)
Scaffold_4	44522682	44536613	-	ANN08536-RA	Protein of unknown function
Scaffold_4	44608390	44619222	-	ANN08537-RA	Protein of unknown function
Scaffold_4	44628850	44660684	-	ANN08538-RA	Similar to Ir25a: Ionotropic receptor 25a (Drosophila melanogaster OX%3D7227)
Scaffold_4	44707203	44726015	+	ANN08539-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	44775162	44777837	+	ANN08540-RA	Similar to marchf3: E3 ubiquitin-protein ligase MARCHF3 (Xenopus tropicalis OX%3D8364)
Scaffold_4	44780147	44784338	+	ANN08541-RA	Protein of unknown function
Scaffold_4	44786087	44796247	+	ANN08542-RA	Protein of unknown function
Scaffold_4	44823138	44827447	+	ANN08543-RA	Protein of unknown function
Scaffold_4	44829338	44830925	-	ANN08544-RA	Protein of unknown function
Scaffold_4	44831067	44833026	-	ANN08545-RA	Protein of unknown function
Scaffold_4	44848141	44853445	-	ANN08546-RA	Protein of unknown function
Scaffold_4	44855187	44871729	-	ANN08547-RA	Similar to Baiap2: Brain-specific angiogenesis inhibitor 1-associated protein 2 (Rattus norvegicus OX%3D10116)
Scaffold_4	44970554	44975189	+	ANN08548-RA	Similar to Tf2-6: Transposon Tf2-6 polyprotein (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)
Scaffold_4	44992075	45000674	-	ANN08549-RA	Similar to Poldip2: Polymerase delta-interacting protein 2 (Mus musculus OX%3D10090)
Scaffold_4	45002907	45012736	+	ANN08550-RA	Protein of unknown function
Scaffold_4	45054829	45058109	+	ANN08551-RA	Protein of unknown function
Scaffold_4	45087826	45144614	-	ANN08552-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	45151020	45157014	+	ANN08553-RA	Similar to POLR2A: DNA-directed RNA polymerase II subunit RPB1 (Homo sapiens OX%3D9606)
Scaffold_4	45272466	45284633	+	ANN08554-RA	Similar to ZK1073.1: Uncharacterized protein ZK1073.1 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	45294880	45310897	+	ANN08555-RA	Similar to Tbh: Tyramine beta-hydroxylase (Drosophila melanogaster OX%3D7227)
Scaffold_4	45317204	45322240	+	ANN08556-RA	Similar to armh3: Armadillo-like helical domain-containing protein 3 (Danio rerio OX%3D7955)
Scaffold_4	45325227	45330758	+	ANN08557-RA	Similar to armh3: Armadillo-like helical domain-containing protein 3 (Danio rerio OX%3D7955)
Scaffold_4	45353617	45368274	+	ANN08558-RA	Similar to armh3: Armadillo-like helical domain-containing protein 3 (Danio rerio OX%3D7955)
Scaffold_4	45408215	45409253	-	ANN08559-RA	Similar to cnnm4: Metal transporter CNNM4 (Xenopus tropicalis OX%3D8364)
Scaffold_4	45409271	45414054	-	ANN08560-RA	Similar to Cnnm1: Metal transporter CNNM1 (Mus musculus OX%3D10090)
Scaffold_4	45414260	45416494	-	ANN08561-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	45523546	45523976	-	ANN08562-RA	Protein of unknown function
Scaffold_4	45540517	45549965	-	ANN08563-RA	Similar to chiA1: Chitinase A1 (Bacillus circulans OX%3D1397)
Scaffold_4	45563086	45588619	+	ANN08564-RA	Similar to Transferrin (Blaberus discoidalis OX%3D6981)
Scaffold_4	45590273	45598294	-	ANN08565-RA	Similar to ZFYVE19: Abscission/NoCut checkpoint regulator (Homo sapiens OX%3D9606)
Scaffold_4	45602735	45606132	-	ANN08566-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	45608139	45610788	+	ANN08567-RA	Protein of unknown function
Scaffold_4	45637354	45653444	-	ANN08568-RA	Similar to pkc-1: Protein kinase C-like 1B (Caenorhabditis elegans OX%3D6239)
Scaffold_4	45655121	45664317	+	ANN08569-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	45702320	45711967	-	ANN08570-RA	Similar to ppp1r21: Protein phosphatase 1 regulatory subunit 21 (Xenopus laevis OX%3D8355)
Scaffold_4	45736589	45740153	+	ANN08571-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	45836849	45852295	+	ANN08572-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_4	45909790	45924744	+	ANN08573-RA	Similar to Sema5b: Semaphorin-5B (Mus musculus OX%3D10090)
Scaffold_4	45926069	45952682	+	ANN08574-RA	Similar to SEMA5A: Semaphorin-5A (Homo sapiens OX%3D9606)
Scaffold_4	46039357	46063776	-	ANN08575-RA	Similar to DNAJC21: DnaJ homolog subfamily C member 21 (Bos taurus OX%3D9913)
Scaffold_4	46080475	46094218	+	ANN08576-RA	Similar to Rnf38: E3 ubiquitin-protein ligase RNF38 (Mus musculus OX%3D10090)
Scaffold_4	46141331	46162293	+	ANN08577-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	46173378	46176875	-	ANN08578-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	46179553	46187091	+	ANN08579-RA	Similar to ELOVL4: Elongation of very long chain fatty acids protein 4 (Macaca mulatta OX%3D9544)
Scaffold_4	46203830	46207595	-	ANN08580-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	46234335	46241450	-	ANN08581-RA	Similar to IntS8: Integrator complex subunit 8 (Drosophila melanogaster OX%3D7227)
Scaffold_4	46262886	46265878	+	ANN08582-RA	Similar to Tf2-9: Transposon Tf2-9 polyprotein (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)
